Series,N,NF,Category,Starting Year,Starting Month,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144
N2589,134,18,FINANCE,1971,1,4018.0,4093.6,4132.2,4164.8,4199.2,4222.4,4247.2,4264.2,4288.4,4330.4,4354.2,4375.2,4404.8,4442.4,4473.6,4505.6,4535.4,4559.6,4580.6,4599.8,4632.6,4657.4,4706.2,4755.6,4807.0,4854.4,4877.4,4884.4,4915.6,4968.4,5000.8,5036.0,5066.6,5087.6,5114.4,5150.0,5160.0,5180.0,5222.4,5275.2,5327.4,5369.0,5423.4,5468.0,5507.0,5554.0,5586.0,5636.4,5673.6,5674.0,5682.8,5711.6,5721.4,5725.2,5737.6,5765.4,5796.0,5827.6,5831.6,5840.2,5889.2,5926.6,5962.2,6007.4,6043.0,6067.8,6082.4,6089.2,6095.2,6113.8,6147.2,6162.8,6171.0,6170.8,6186.0,6194.2,6198.0,6232.6,6286.8,6322.8,6357.8,6398.0,6437.8,6479.6,6505.8,6534.6,6559.0,6582.2,6588.0,6611.0,6630.6,6661.8,6690.0,6694.6,6690.2,6706.0,6727.0,6760.0,6796.2,6818.0,6837.8,6853.2,6852.8,6854.8,6855.0,6864.6,6890.8,6910.6,6928.2,6967.2,6972.6,6963.8,6964.2,6955.6,6961.4,6978.8,6993.2,7015.0,7021.0,7018.0,7005.6,6988.4,6989.6,6996.0,7043.8,7057.4,7067.0,7071.4,7087.0,7091.0,7114.0,7128.4,7142.0,7135.6,,,,,,,,,,
N2590,134,18,FINANCE,1971,1,4956.0,5014.8,5053.0,5092.2,5126.0,5160.0,5188.8,5219.4,5255.6,5297.0,5349.8,5392.4,5429.8,5483.2,5540.0,5594.4,5650.2,5694.0,5741.8,5773.6,5816.8,5869.2,5927.0,5989.2,6038.8,6080.6,6111.0,6122.6,6154.4,6207.0,6231.2,6268.4,6309.0,6342.6,6376.0,6423.2,6465.2,6499.8,6552.2,6613.6,6658.6,6699.4,6763.4,6814.8,6869.4,6907.6,6936.0,6994.6,7043.2,7056.2,7068.0,7106.6,7141.2,7168.2,7184.6,7229.2,7273.4,7320.6,7350.0,7362.6,7411.2,7465.4,7510.2,7558.8,7605.4,7642.8,7681.6,7705.0,7729.8,7768.8,7810.4,7840.8,7855.4,7863.6,7904.4,7922.8,7929.4,7968.0,8018.6,8032.8,8052.6,8075.8,8106.4,8134.6,8140.6,8140.0,8152.2,8167.2,8166.6,8185.0,8203.8,8233.6,8251.6,8252.2,8235.6,8251.4,8293.8,8329.8,8342.4,8351.4,8347.8,8349.4,8337.0,8326.0,8313.0,8327.4,8346.4,8360.8,8374.6,8406.0,8406.2,8381.4,8379.8,8367.4,8372.0,8393.4,8400.8,8393.8,8388.2,8366.0,8324.8,8312.0,8309.2,8324.0,8375.4,8376.0,8374.2,8373.4,8390.8,8402.8,8428.4,8453.4,8461.8,8406.6,,,,,,,,,,
N2591,133,18,FINANCE,1971,1,2888.9,2916.2,2939.5,2968.3,2986.7,3008.4,3035.3,3059.0,3078.4,3096.8,3125.2,3157.6,3186.0,3215.2,3257.8,3296.0,3330.6,3366.2,3402.9,3426.1,3461.3,3488.0,3509.5,3536.0,3561.0,3593.2,3620.4,3630.4,3643.1,3672.5,3692.2,3719.4,3744.1,3768.3,3803.5,3838.9,3860.4,3879.8,3905.5,3932.4,3959.7,3980.7,4012.8,4037.7,4065.0,4086.4,4106.9,4137.5,4166.3,4177.8,4176.4,4189.8,4218.0,4235.9,4237.9,4264.6,4295.5,4327.8,4340.1,4340.2,4375.3,4405.2,4433.3,4472.0,4507.4,4525.5,4562.5,4581.6,4591.0,4614.0,4643.3,4674.6,4687.4,4703.2,4728.3,4757.1,4765.2,4785.4,4810.1,4830.2,4843.3,4861.1,4875.6,4897.3,4901.5,4900.4,4914.6,4930.2,4917.0,4936.1,4942.3,4951.1,4975.6,4973.5,4963.4,4974.8,5001.8,5013.4,5007.9,4985.6,4967.1,4988.9,4999.8,4988.3,4975.5,4981.1,4993.4,4992.9,4994.1,5014.4,5028.6,5025.4,5021.7,5026.9,5026.6,5041.0,5056.7,5058.5,5065.3,5057.1,5040.9,5037.6,5038.5,5055.7,5088.6,5089.1,5085.4,5093.9,5086.6,5094.4,5105.9,5124.7,5146.0,,,,,,,,,,,
N2592,134,18,FINANCE,1971,1,2670.0,2700.0,2728.0,2748.0,2772.0,2790.0,2810.0,2828.0,2852.0,2880.0,2906.0,2924.0,2948.0,2962.0,2982.0,3002.0,3016.0,3040.0,3056.0,3070.0,3088.0,3096.0,3110.0,3122.0,3140.0,3158.0,3170.0,3188.0,3210.0,3234.0,3258.0,3286.0,3302.0,3324.0,3342.0,3358.0,3370.0,3390.0,3414.0,3432.0,3456.0,3474.0,3498.0,3520.0,3542.0,3568.0,3588.0,3616.0,3642.0,3670.0,3684.0,3708.0,3732.0,3756.0,3778.0,3800.0,3834.0,3864.0,3904.0,3938.0,3960.0,3982.0,4012.0,4042.0,4070.0,4098.0,4126.0,4150.0,4176.0,4198.0,4222.0,4246.0,4264.0,4274.0,4298.0,4308.0,4330.0,4348.0,4362.0,4378.0,4390.0,4402.0,4416.0,4454.0,4488.0,4520.0,4556.0,4596.0,4634.0,4674.0,4720.0,4776.0,4838.0,4882.0,4906.0,4934.0,5024.0,5082.0,5118.0,5126.0,5138.0,5158.0,5192.0,5226.0,5256.0,5288.0,5316.0,5344.0,5380.0,5416.0,5438.0,5472.0,5502.0,5532.0,5590.0,5648.0,5710.0,5750.0,5790.0,5844.0,5890.0,5940.0,5986.0,6036.0,6088.0,6144.0,6194.0,6248.0,6308.0,6352.0,6390.0,6428.0,6506.0,6584.0,,,,,,,,,,
N2593,134,18,FINANCE,1971,1,4684.0,4670.0,4694.0,4692.0,4726.0,4738.0,4772.0,4776.0,4774.0,4798.0,4774.0,4770.0,4804.0,4802.0,4812.0,4834.0,4826.0,4852.0,4840.0,4822.0,4846.0,4816.0,4840.0,4880.0,4892.0,4942.0,4958.0,4966.0,5016.0,5076.0,5106.0,5152.0,5230.0,5224.0,5246.0,5338.0,5300.0,5314.0,5406.0,5456.0,5552.0,5602.0,5660.0,5714.0,5746.0,5756.0,5844.0,6046.0,5988.0,5916.0,5900.0,5978.0,6002.0,5878.0,5840.0,5838.0,5810.0,5914.0,5832.0,5742.0,5804.0,5750.0,5752.0,5798.0,5786.0,5824.0,5818.0,5804.0,5780.0,5770.0,5748.0,5742.0,5710.0,5674.0,5658.0,5616.0,5594.0,5540.0,5602.0,5570.0,5560.0,5600.0,5570.0,5596.0,5572.0,5570.0,5554.0,5550.0,5500.0,5518.0,5522.0,5568.0,5602.0,5552.0,5548.0,5564.0,5482.0,5498.0,5512.0,5506.0,5556.0,5620.0,5610.0,5620.0,5614.0,5660.0,5748.0,5810.0,5926.0,6066.0,6160.0,6216.0,6292.0,6246.0,6350.0,6450.0,6560.0,6686.0,6750.0,6792.0,6838.0,6854.0,6886.0,6980.0,7176.0,7244.0,7328.0,7418.0,7508.0,7568.0,7664.0,7698.0,7770.0,7810.0,,,,,,,,,,
N2594,134,18,FINANCE,1971,1,2381.4,2264.7,2209.8,2195.7,2179.8,2178.3,2200.8,2226.0,2253.9,2289.6,2328.6,2352.3,2377.8,2406.3,2422.8,2442.3,2466.3,2496.9,2529.9,2573.1,2608.8,2634.3,2654.4,2666.7,2662.8,2653.8,2651.1,2659.5,2671.5,2675.1,2666.7,2652.6,2647.5,2645.4,2645.7,2656.5,2668.5,2675.7,2685.3,2688.9,2677.5,2663.1,2655.3,2644.2,2632.2,2610.9,2587.2,2576.7,2569.5,2558.4,2550.3,2541.0,2542.8,2564.1,2589.6,2613.9,2634.3,2671.8,2729.7,2768.4,2804.7,2854.2,2885.4,2909.1,2930.4,2942.1,2960.1,2985.0,3020.1,3060.0,3088.8,3114.9,3153.9,3189.6,3224.1,3277.8,3338.7,3377.1,3403.8,3424.5,3430.2,3440.7,3449.1,3458.1,3454.2,3459.0,3469.5,3480.0,3488.7,3495.9,3504.0,3507.3,3510.3,3513.3,3513.9,3516.9,3522.6,3523.8,3511.8,3491.4,3462.9,3427.8,3394.5,3366.6,3333.6,3290.7,3244.2,3194.1,3129.0,3064.5,3012.0,2958.3,2908.8,2867.1,2823.0,2777.1,2733.0,2688.6,2646.6,2611.5,2582.4,2561.4,2540.4,2518.2,2497.2,2471.7,2442.9,2418.6,2398.2,2380.2,2364.0,2348.4,2332.8,2319.0,,,,,,,,,,
N2595,134,18,FINANCE,1971,1,3058.0,2941.0,2901.0,2926.0,2917.0,2966.0,2981.0,3045.0,3103.0,3141.0,3209.0,3276.0,3340.0,3403.0,3470.0,3552.0,3667.0,3776.0,3884.0,3942.0,3978.0,4084.0,4117.0,4165.0,4164.0,4176.0,4207.0,4253.0,4241.0,4211.0,4174.0,4192.0,4239.0,4273.0,4304.0,4341.0,4434.0,4470.0,4453.0,4459.0,4417.0,4406.0,4419.0,4417.0,4398.0,4353.0,4323.0,4313.0,4345.0,4356.0,4364.0,4389.0,4441.0,4490.0,4503.0,4527.0,4556.0,4624.0,4705.0,4754.0,4746.0,4785.0,4814.0,4832.0,4854.0,4908.0,4984.0,5052.0,5137.0,5194.0,5210.0,5254.0,5317.0,5389.0,5452.0,5534.0,5566.0,5571.0,5573.0,5554.0,5533.0,5512.0,5505.0,5488.0,5462.0,5397.0,5342.0,5284.0,5250.0,5212.0,5197.0,5145.0,5063.0,5023.0,4986.0,4896.0,4907.0,4909.0,4842.0,4788.0,4741.0,4694.0,4625.0,4561.0,4499.0,4405.0,4316.0,4247.0,4189.0,4136.0,4074.0,4021.0,3960.0,3894.0,3826.0,3785.0,3777.0,3710.0,3646.0,3603.0,3532.0,3501.0,3448.0,3489.0,3483.0,3455.0,3421.0,3419.0,3406.0,3419.0,3397.0,3392.0,3415.0,3356.0,,,,,,,,,,
N2596,144,18,FINANCE,1977,1,1819.6,1312.4,2584.0,1479.6,1742.0,2639.2,1706.0,1408.0,1951.6,1690.4,2288.4,2912.0,1460.8,1009.6,2410.0,1603.2,2115.2,2330.0,1690.0,1358.0,1806.8,1973.6,1402.0,1857.6,1974.4,1438.0,1923.2,1996.8,2238.8,2540.4,1704.4,1856.0,2214.8,1948.0,1802.0,1431.6,2857.6,1784.0,2770.8,2313.6,3707.6,4322.4,3297.6,2223.6,2136.4,2459.2,1650.4,2921.2,1979.6,1403.2,2374.0,2876.4,2500.0,3888.0,1508.8,1011.2,1590.8,2076.4,3736.0,2125.6,982.8,2034.8,2260.0,1726.0,2270.4,1951.6,2104.4,2972.8,2834.4,4227.6,3392.4,3069.2,3138.8,3570.0,4800.4,4769.2,5124.8,3476.8,2866.8,2549.2,2728.0,2448.8,3286.8,2830.0,3251.2,4188.8,2747.6,2269.2,2493.2,2147.6,2689.2,3557.2,2840.0,3979.6,2683.2,2852.0,3012.8,2950.8,3065.2,3942.4,4272.0,4564.0,5222.8,5164.4,3883.6,4103.2,5244.0,8071.6,5441.6,7496.0,10100.4,9616.0,5645.6,10490.0,5582.0,7579.2,4023.6,8146.4,8534.4,10113.6,8504.4,9782.4,13110.0,8192.8,8708.8,9528.8,8829.2,7619.2,11616.8,8026.4,6762.0,8175.6,8069.6,9278.4,8337.2,7315.2,7854.4,12246.0,7712.8,6390.8,6291.2,5196.4,6574.4,4168.4
N2597,144,18,FINANCE,1977,1,3647.0,1885.0,4791.0,3178.0,2849.0,4716.0,3085.0,2799.0,3573.0,2721.0,3355.0,5667.0,2856.0,1944.0,4188.0,2949.0,3567.0,4137.0,3494.0,2489.0,3244.0,2669.0,2529.0,3377.0,3366.0,2073.0,4133.0,4213.0,3710.0,5123.0,3141.0,3084.0,3804.0,3203.0,2757.0,2243.0,5229.0,2857.0,3395.0,4882.0,7140.0,8945.0,6866.0,4205.0,3217.0,3079.0,2263.0,4187.0,2665.0,2073.0,3540.0,3686.0,2384.0,4500.0,1679.0,868.0,1869.0,3710.0,6904.0,3415.0,938.0,3359.0,3551.0,2278.0,3033.0,2280.0,2901.0,4812.0,4882.0,7896.0,5048.0,3741.0,4418.0,3471.0,5055.0,7595.0,8124.0,2333.0,3008.0,2744.0,2833.0,2428.0,4269.0,3207.0,5170.0,7767.0,4544.0,3741.0,2193.0,3432.0,5282.0,6635.0,4222.0,7317.0,4132.0,5048.0,4383.0,3761.0,4081.0,6491.0,5859.0,7139.0,7682.0,8649.0,6146.0,7137.0,9948.0,15819.0,8370.0,13222.0,16711.0,19059.0,8303.0,20781.0,9638.0,13444.0,6072.0,13442.0,14457.0,17705.0,16463.0,19194.0,20688.0,14739.0,12702.0,15760.0,16889.0,13894.0,21046.0,10371.0,12996.0,13974.0,15769.0,15303.0,16532.0,15132.0,14513.0,26114.0,11767.0,11905.0,11443.0,9355.0,12891.0,7627.0
N2598,144,18,FINANCE,1977,1,990.0,1384.0,1350.0,716.0,2068.0,1392.0,734.0,758.0,558.0,1620.0,3132.0,1392.0,918.0,776.0,1348.0,502.0,1274.0,1638.0,912.0,1250.0,1614.0,2840.0,1150.0,1652.0,1526.0,1412.0,882.0,848.0,820.0,1226.0,1212.0,2110.0,1178.0,2548.0,1568.0,2088.0,2178.0,3016.0,5514.0,1358.0,3604.0,1962.0,2036.0,2246.0,3434.0,4316.0,3032.0,5296.0,3850.0,2098.0,3992.0,4860.0,7336.0,9614.0,2988.0,2756.0,3540.0,2710.0,3730.0,3508.0,2640.0,2788.0,3502.0,3700.0,3250.0,4866.0,2836.0,3498.0,3468.0,3924.0,5738.0,7028.0,5608.0,6030.0,11976.0,7774.0,7906.0,10940.0,7626.0,5930.0,6286.0,6788.0,6932.0,6660.0,4910.0,4182.0,3550.0,3184.0,3872.0,3226.0,2504.0,3648.0,4448.0,2954.0,3842.0,3982.0,4864.0,6796.0,5844.0,5656.0,6118.0,7068.0,7696.0,7016.0,5820.0,4904.0,3860.0,7222.0,7738.0,7142.0,13804.0,7964.0,9716.0,8462.0,6884.0,8072.0,7320.0,11700.0,10792.0,10930.0,7112.0,8196.0,16818.0,10524.0,14878.0,13696.0,8684.0,9260.0,11902.0,13226.0,6896.0,10490.0,5428.0,13564.0,6840.0,5334.0,7996.0,7400.0,12948.0,6792.0,7590.0,5772.0,6016.0,4176.0
N2599,144,18,FINANCE,1977,1,515.0,1085.0,2600.0,815.0,1060.0,1660.0,2945.0,890.0,2110.0,1525.0,1820.0,2555.0,855.0,940.0,740.0,1280.0,1950.0,2940.0,860.0,785.0,635.0,310.0,745.0,2120.0,855.0,1005.0,920.0,775.0,890.0,1390.0,1960.0,2005.0,3225.0,975.0,2215.0,1410.0,1645.0,440.0,2625.0,1115.0,1010.0,1910.0,1800.0,655.0,2030.0,2460.0,1280.0,1205.0,1795.0,685.0,1495.0,405.0,490.0,825.0,335.0,160.0,690.0,630.0,250.0,725.0,995.0,925.0,995.0,685.0,4440.0,335.0,3465.0,3110.0,1850.0,3055.0,2820.0,2090.0,3125.0,9825.0,4790.0,2205.0,2430.0,3950.0,1730.0,2085.0,3220.0,1500.0,2165.0,1440.0,1525.0,2575.0,1510.0,1700.0,3020.0,870.0,945.0,1670.0,775.0,2775.0,3275.0,455.0,850.0,1090.0,2305.0,1940.0,3045.0,3685.0,3155.0,3770.0,3265.0,1855.0,3910.0,3000.0,2850.0,9735.0,3860.0,3755.0,4015.0,6065.0,3630.0,6840.0,1635.0,3375.0,5920.0,5090.0,4220.0,4320.0,13910.0,2405.0,3785.0,6070.0,3210.0,2620.0,4730.0,10680.0,815.0,610.0,6210.0,1305.0,3125.0,1205.0,2000.0,2505.0,3705.0,2505.0,1455.0,2875.0,2635.0,2375.0
N2600,144,18,FINANCE,1977,1,2122.5,1397.0,2993.0,1849.5,2047.5,2872.0,2020.5,1678.0,2137.0,1918.0,2642.5,3437.0,1743.0,1260.0,2505.0,1728.0,2297.0,2772.0,2061.0,1635.5,2089.0,2075.5,1626.5,2313.5,2150.0,1490.0,2379.0,2396.0,2149.0,3007.0,2069.5,2270.0,2519.0,2336.0,1992.0,1784.5,3323.5,2226.5,3338.5,2892.0,4572.0,5154.0,4122.0,2729.5,2670.0,2861.5,2017.0,3538.0,2474.5,1629.5,2917.5,3098.5,3075.0,4736.0,1620.0,1139.0,1888.5,2595.5,4409.5,2657.0,1228.5,2469.0,2750.5,2132.5,2773.0,2390.0,2506.0,3591.5,3493.0,5234.5,4240.5,3836.5,3923.5,4225.5,6000.5,5961.5,6281.5,4296.5,3583.5,3063.0,3310.0,3061.0,4084.0,3412.5,3965.0,5186.5,3310.5,2836.5,2366.5,2609.5,3361.5,4396.5,3300.5,4674.5,3354.0,3565.0,3492.5,3688.5,3732.0,4853.5,4763.5,5705.0,6080.5,6455.5,4854.5,4980.0,6330.0,10015.0,6404.5,9370.0,12192.5,11896.0,6982.0,13112.5,6903.0,9424.0,5029.5,9983.5,10518.5,12094.0,10431.5,12078.0,15939.5,10241.0,10449.0,11911.0,10936.5,9524.0,13971.5,9560.0,8303.5,9670.5,9862.5,11173.0,10288.5,9020.0,9455.5,15157.5,9491.0,7901.0,7764.5,6408.0,8213.0,5110.5
N2601,144,18,FINANCE,1977,1,2246.0,1512.0,2290.0,2622.0,1162.0,2818.0,2626.0,2122.0,1666.0,1464.0,1762.0,5224.0,930.0,1510.0,2682.0,1212.0,1916.0,3122.0,1686.0,1480.0,2202.0,1032.0,1694.0,2656.0,1868.0,798.0,1526.0,1644.0,2570.0,2386.0,2014.0,2336.0,2990.0,2976.0,954.0,1064.0,3684.0,2614.0,6884.0,3554.0,5786.0,4998.0,6464.0,3712.0,2138.0,3018.0,1100.0,4844.0,4082.0,1650.0,3450.0,3642.0,3496.0,3444.0,1382.0,512.0,290.0,420.0,4690.0,2334.0,1170.0,530.0,1900.0,888.0,1200.0,660.0,2086.0,3748.0,2604.0,5260.0,4620.0,2876.0,4150.0,3798.0,4716.0,5296.0,6370.0,6284.0,2694.0,3474.0,2988.0,2348.0,1204.0,2594.0,1238.0,1528.0,830.0,2394.0,1848.0,1336.0,1766.0,5792.0,1500.0,7152.0,1024.0,2526.0,2500.0,4146.0,1708.0,1510.0,3922.0,5886.0,6882.0,6120.0,3436.0,2952.0,6440.0,6598.0,3706.0,7220.0,9544.0,9220.0,5592.0,9554.0,5064.0,5236.0,2692.0,4788.0,8262.0,11810.0,6832.0,10192.0,15300.0,4006.0,10308.0,8562.0,6238.0,4768.0,8166.0,11712.0,2350.0,3468.0,5892.0,4000.0,3190.0,7586.0,4572.0,8090.0,6050.0,5020.0,7834.0,4776.0,6272.0,2132.0
N2602,144,18,FINANCE,1977,1,2180.0,1720.0,1580.0,1470.0,1330.0,4110.0,1210.0,2960.0,1580.0,4680.0,2350.0,1670.0,3290.0,990.0,1870.0,1420.0,900.0,3430.0,5000.0,2780.0,1840.0,4300.0,530.0,4650.0,4200.0,1420.0,1010.0,1710.0,1820.0,3630.0,1020.0,1560.0,5340.0,4090.0,2260.0,3860.0,5300.0,3310.0,2650.0,4690.0,4550.0,4530.0,2070.0,2380.0,5330.0,2440.0,2630.0,8300.0,5940.0,4630.0,5820.0,5490.0,7290.0,17160.0,1990.0,3860.0,6220.0,6980.0,7860.0,6510.0,6070.0,4660.0,8290.0,5670.0,3560.0,17020.0,6520.0,3960.0,7010.0,3040.0,4950.0,2650.0,12420.0,4420.0,15300.0,6240.0,5560.0,5300.0,9430.0,3450.0,4510.0,4100.0,10510.0,3600.0,8080.0,1330.0,3840.0,10060.0,6000.0,1190.0,5800.0,3180.0,3210.0,3480.0,7010.0,2040.0,700.0,7610.0,160.0,6980.0,1680.0,6550.0,790.0,9140.0,2770.0,650.0,5410.0,4670.0,5070.0,1470.0,3210.0,2140.0,8270.0,2810.0,5490.0,1310.0,4280.0,2180.0,3640.0,1490.0,80.0,340.0,21070.0,16890.0,9850.0,9060.0,3630.0,960.0,3450.0,3770.0,5110.0,5330.0,8020.0,870.0,1890.0,3150.0,2210.0,9280.0,11500.0,6420.0,1250.0,300.0,2440.0,10.0
N2603,144,18,FINANCE,1977,1,1094.0,498.0,1497.0,574.0,1137.0,1448.0,1213.0,1093.0,719.0,1077.0,765.0,1548.0,1072.0,915.0,1370.0,1231.0,986.0,1183.0,1113.0,435.0,690.0,691.0,872.0,968.0,1214.0,298.0,1363.0,1908.0,1342.0,1877.0,1374.0,1264.0,494.0,326.0,448.0,959.0,1073.0,363.0,788.0,1473.0,2218.0,3411.0,1416.0,712.0,764.0,1138.0,1182.0,1100.0,559.0,556.0,1174.0,1343.0,2018.0,1871.0,763.0,459.0,517.0,2661.0,3107.0,1480.0,418.0,2924.0,1358.0,1407.0,1717.0,1417.0,1906.0,1569.0,2210.0,3828.0,2684.0,1904.0,2529.0,3513.0,3038.0,3910.0,4436.0,1996.0,1800.0,1998.0,2432.0,2432.0,4179.0,3466.0,4484.0,7828.0,4259.0,1996.0,2343.0,3066.0,3611.0,3842.0,3481.0,2680.0,3608.0,3952.0,3827.0,2966.0,4193.0,5059.0,4499.0,4797.0,5983.0,5864.0,5686.0,4998.0,5678.0,12624.0,7375.0,8972.0,12004.0,11615.0,5527.0,15216.0,6209.0,11118.0,5233.0,11847.0,11980.0,11429.0,13954.0,13733.0,11556.0,12102.0,11536.0,11911.0,13290.0,12333.0,19433.0,10162.0,10713.0,8084.0,12905.0,16842.0,13754.0,10657.0,13608.0,19579.0,11103.0,10045.0,8923.0,7785.0,9454.0,8454.0
N2604,134,18,FINANCE,1983,1,2951.5,3967.5,4936.5,4551.5,4183.0,2295.5,3288.0,2903.0,3334.0,2949.0,4568.5,4568.5,2475.5,2269.0,2552.0,2567.5,3316.5,3447.5,3227.5,5048.0,4390.0,6339.0,6717.5,8590.5,2738.0,3707.0,4479.0,5366.5,6463.0,5565.5,6543.0,6883.0,6018.0,11171.0,15857.0,27349.5,846.5,1667.5,3903.5,6451.0,6790.0,6592.0,12443.0,15456.0,2748.0,5213.0,5602.0,7938.0,3726.0,4693.5,8027.0,4279.0,3483.0,5931.0,4028.0,3420.5,2979.0,3502.0,4240.0,4411.5,2978.0,4634.0,5142.5,3206.5,4388.0,7547.0,5567.5,3797.5,5394.0,5602.0,4605.5,6019.0,3605.0,4261.5,4848.5,4220.0,4088.0,7317.0,4888.0,5360.0,5668.0,5071.0,5471.5,7529.5,3971.0,3457.0,5512.5,4388.0,6092.0,7060.0,4123.0,5618.0,7066.5,4158.0,5146.0,7376.0,3916.0,5944.0,5563.5,6000.0,7613.5,8232.0,6570.0,8957.5,6994.0,7017.0,9607.5,9874.0,7565.0,8020.5,9788.5,9058.5,9115.5,13836.0,8798.0,10560.5,9657.0,11385.5,8393.5,11334.5,9210.5,9504.0,14943.0,11016.5,14325.5,15498.5,12376.5,12752.5,12008.5,11603.5,9407.0,12826.0,8138.5,6810.0,,,,,,,,,,
N2605,134,18,FINANCE,1983,1,2980.0,1714.0,2282.0,5876.0,2226.0,3641.0,3292.0,4101.0,2397.0,3382.0,1983.0,1977.0,2492.0,2253.0,3393.0,6158.0,2323.0,3791.0,2693.0,2520.0,2025.0,1999.0,383.0,1041.0,708.0,568.0,625.0,4685.0,753.0,2821.0,5129.0,620.0,1444.0,1049.0,450.0,641.0,1023.0,626.0,612.0,3868.0,422.0,5284.0,5707.0,1122.0,343.0,590.0,1207.0,720.0,665.0,636.0,485.0,2891.0,618.0,2539.0,2915.0,2440.0,844.0,2380.0,2764.0,1096.0,1115.0,1059.0,489.0,3257.0,1009.0,3377.0,1381.0,5953.0,678.0,1115.0,1807.0,1604.0,1403.0,1350.0,1840.0,5023.0,963.0,4577.0,1847.0,5457.0,1468.0,1835.0,814.0,2426.0,1077.0,1116.0,1913.0,915.0,2298.0,9035.0,3817.0,7478.0,1227.0,1119.0,2360.0,1977.0,1932.0,2466.0,1990.0,2052.0,1969.0,10928.0,5960.0,7106.0,4390.0,2203.0,853.0,1962.0,1035.0,3411.0,978.0,3347.0,969.0,8557.0,2714.0,3363.0,12874.0,845.0,793.0,1027.0,1668.0,1798.0,1469.0,5233.0,1733.0,13469.0,5702.0,4416.0,4524.0,2095.0,1102.0,2993.0,942.0,3827.0,,,,,,,,,,
N2606,134,18,FINANCE,1980,1,2397.4,2527.6,2382.8,2261.8,2288.2,2274.0,2304.4,2401.4,2546.2,2658.6,2872.6,2944.2,2848.4,2834.2,2848.6,2973.8,2990.2,3027.2,3030.8,2917.0,2804.6,2785.2,2824.8,2882.2,2688.2,2604.6,2419.0,2440.4,2447.4,2356.6,2345.8,2279.2,2241.6,2345.6,2491.8,2665.0,2674.0,2797.0,2896.6,3118.0,3342.6,3658.4,3843.6,3887.4,4024.8,4206.0,4415.0,4600.0,4626.4,4511.4,4533.6,4566.0,4472.0,4690.0,4596.0,4562.0,4560.0,4466.0,4470.0,4494.0,4418.0,4594.0,4646.0,4780.0,4860.0,5052.0,5044.0,5156.0,5066.0,5270.0,5280.0,5678.0,5362.0,5490.0,5818.0,6152.0,6474.0,6496.0,6634.0,6910.0,6916.0,7262.0,7418.0,7368.0,6992.0,7148.0,7616.0,7964.0,7778.0,7684.0,8050.0,8328.0,8834.0,7650.0,6836.0,6398.0,6264.0,6398.0,6532.0,6654.0,6614.0,6460.0,6354.0,6386.0,6554.0,6682.0,6728.0,6548.0,6506.0,6296.0,6426.0,6522.0,6628.0,6946.0,6872.0,6788.0,7004.0,7022.0,6926.0,6864.0,6528.0,6296.0,6152.0,6212.0,6320.0,6344.0,6426.0,6070.0,5928.0,5730.0,5564.0,5642.0,5478.0,5772.0,,,,,,,,,,
N2607,74,18,FINANCE,1984,6,1695.0,1670.0,1755.0,1790.0,1780.0,2215.0,1950.0,1810.0,1745.0,1715.0,2080.0,2715.0,2645.0,2545.0,2715.0,3065.0,2405.0,2585.0,2570.0,3035.0,3395.0,3805.0,3765.0,4880.0,5060.0,4470.0,4730.0,4660.0,4355.0,3680.0,4095.0,4240.0,4270.0,8415.0,6700.0,4750.0,4675.0,4555.0,4615.0,4395.0,4380.0,4580.0,4485.0,4655.0,4725.0,5065.0,4920.0,5660.0,5790.0,5605.0,5345.0,5450.0,5250.0,6900.0,5420.0,5580.0,5680.0,6000.0,5815.0,7040.0,6755.0,6575.0,6525.0,6465.0,6215.0,6490.0,6385.0,7140.0,7285.0,7245.0,7300.0,8050.0,7435.0,7190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
